week,seconds,INSstatus_message,postype_message,lat,lon,hgt,undulation,northvel,eastvel,upvel,roll,pitch,azimuth,latsigma,lonsigma,hgtsigma,northvelsigma,eastvelsigma,upvelsigma,rollsigma,pitchsigma,azimuthsigma,Extended solution status,Time Since Update
2201,176688.100,The INS filter is in navigation mode and the INS solution is good.,"INS position, where the last applied position update used a single point GNSS(SINGLE) solution",51.07915768283,-114.12649691676,1106.6267,-16.6000,-0.0010,-0.0002,-0.0011,-0.099631368,2.647707130,238.946041625,1.1536,1.2675,2.0164,0.0018,0.0018,0.0016,0.0176,0.0175,0.0107,WIP,0
