"['week', 'seconds', 'stnid', 'numberofsatsinsol', 'numberofL1', 'numberofmultisats', 'lat', 'latsigma', 'lon', 'lonsigma', 'hgt', 'hgtsigma', 'und']"
2193,4737.000,"""""",13,13,13,51.09053225884,1.5308,-114.13686161595,1.4489,1110.7508,3.0742,-16.6000
2193,4738.000,"""""",13,13,13,51.09070407424,1.5377,-114.13706470780,1.4410,1110.6706,3.0774,-16.6000
2193,4739.000,"""""",13,13,13,51.09087135737,1.5358,-114.13727641443,1.4345,1110.4159,3.0671,-16.6000
2193,4740.000,"""""",13,13,13,51.09103654120,1.5344,-114.13749032236,1.4304,1110.6155,3.0627,-16.6000
2193,4741.000,"""""",13,13,13,51.09119681289,1.5338,-114.13771696470,1.4242,1110.4088,3.0525,-16.6000
2193,4742.000,"""""",13,13,13,51.09135334203,1.5339,-114.13794806097,1.4308,1110.0891,3.0591,-16.6000
2193,4743.000,"""""",13,13,13,51.09150508788,1.5318,-114.13818656232,1.4292,1109.7069,3.0510,-16.6000
2193,4744.000,"""""",12,12,12,51.09165412736,1.5293,-114.13843176886,1.5567,1109.0909,3.2001,-16.6000
2193,4745.000,"""""",13,13,13,51.09179995647,1.5306,-114.13867582821,1.4232,1108.9971,3.0360,-16.6000
2193,4746.000,"""""",13,13,13,51.09194558807,1.5295,-114.13892224037,1.4189,1108.7468,3.0321,-16.6000
2193,4747.000,"""""",12,12,12,51.09209183047,1.5280,-114.13917074715,1.5568,1107.9716,3.1928,-16.6000
2193,4748.000,"""""",13,13,13,51.09223965692,1.5421,-114.13941276903,1.4452,1107.9390,3.1280,-16.6000
2193,4749.000,"""""",14,14,14,51.09238304528,1.5376,-114.13965641832,1.4446,1107.9207,3.1184,-16.6000
2193,4750.000,"""""",14,14,14,51.09252738498,1.5224,-114.13989829387,1.4464,1107.7703,3.0872,-16.6000
2193,4751.000,"""""",13,13,13,51.09267297192,1.5169,-114.14014201309,1.5365,1107.4411,3.1793,-16.6000
2193,4752.000,"""""",12,12,12,51.09281670931,1.5342,-114.14038376807,1.5527,1107.7103,3.2170,-16.6000
2193,4753.000,"""""",13,13,13,51.09296548123,1.5167,-114.14063640773,1.5356,1107.1008,3.1756,-16.6000
2193,4754.000,"""""",13,13,13,51.09311258673,1.5213,-114.14088772929,1.5385,1107.3420,3.1880,-16.6000
2193,4755.000,"""""",12,12,12,51.09326091177,1.5428,-114.14113710135,1.5502,1107.3731,3.2514,-16.6000
2193,4756.000,"""""",12,12,12,51.09341572780,1.6785,-114.14137571957,1.7251,1109.2928,3.6839,-16.6000
2193,4757.000,"""""",13,13,13,51.09356248328,1.5365,-114.14162839496,1.7345,1108.3676,3.1236,-16.6000
2193,4758.000,"""""",11,11,10,51.09371332106,1.6255,-114.14188129003,1.8202,1108.0541,3.4444,-16.6000
2193,4759.000,"""""",0,0,0,51.09383142553,9.4131,-114.14201619943,11.9103,1102.8790,10.7518,-16.6000
2193,4760.000,"""""",11,11,10,51.09400135526,11.2830,-114.14243334475,12.0318,1105.3585,17.0850,-16.6000
2193,4761.000,"""""",13,13,7,51.09415408965,2.3838,-114.14263825074,2.3097,1104.6291,4.5344,-16.6000
2193,4762.000,"""""",13,13,13,51.09429599900,2.0713,-114.14288527686,2.0520,1108.3778,4.1234,-16.6000
2193,4763.000,"""""",13,13,13,51.09443868506,1.9667,-114.14310963168,1.9598,1107.8581,3.9259,-16.6000
2193,4764.000,"""""",14,14,14,51.09457758639,1.8909,-114.14335652838,1.8984,1107.8528,3.7839,-16.6000
2193,4765.000,"""""",14,14,14,51.09472392678,1.7717,-114.14360192533,1.7888,1106.8745,3.4342,-16.6000
2193,4766.000,"""""",14,14,14,51.09486419543,1.7260,-114.14384425642,1.7459,1108.0260,3.3577,-16.6000
2193,4767.000,"""""",13,13,13,51.09501214014,1.7329,-114.14408499838,1.7208,1108.0914,3.3909,-16.6000
2193,4768.000,"""""",12,12,12,51.09516469208,1.8096,-114.14431192871,1.9590,1109.8660,3.6380,-16.6000
2193,4769.000,"""""",13,13,13,51.09530610430,1.6715,-114.14457055472,1.6998,1108.6549,3.2618,-16.6000
2193,4770.000,"""""",14,14,14,51.09545152638,1.6449,-114.14481699417,1.6712,1109.4141,3.2444,-16.6000
2193,4771.000,"""""",14,14,14,51.09560008347,1.5939,-114.14506483882,1.6345,1109.1353,3.1524,-16.6000
2193,4772.000,"""""",14,14,14,51.09574959839,1.5904,-114.14531145578,1.6244,1109.4950,3.2061,-16.6000
2193,4773.000,"""""",14,14,14,51.09589306798,1.5335,-114.14556339532,1.5809,1109.3892,3.0081,-16.6000
2193,4774.000,"""""",14,14,14,51.09604075893,1.5178,-114.14581076345,1.5605,1109.5583,2.9941,-16.6000
2193,4775.000,"""""",14,14,14,51.09619116112,1.5050,-114.14606214725,1.5479,1109.9566,2.9644,-16.6000
2193,4776.000,"""""",14,14,14,51.09633898686,1.4916,-114.14631112466,1.5344,1110.0527,2.9461,-16.6000
2193,4777.000,"""""",14,14,14,51.09648882855,1.4834,-114.14655956033,1.5260,1109.9807,2.9293,-16.6000
2193,4778.000,"""""",14,14,14,51.09663876989,1.4808,-114.14680775840,1.5220,1110.2105,2.9350,-16.6000
2193,4779.000,"""""",14,14,14,51.09678758385,1.4734,-114.14705962012,1.5126,1110.3025,2.9117,-16.6000
2193,4780.000,"""""",14,14,13,51.09693966494,1.5378,-114.14730099597,1.7193,1111.7908,3.1098,-16.6000
2193,4781.000,"""""",14,14,13,51.09708469726,1.4832,-114.14756420614,1.5723,1110.8958,2.9492,-16.6000
2193,4782.000,"""""",15,15,13,51.09723325033,1.4898,-114.14781580833,1.5659,1110.9971,2.9859,-16.6000
2193,4783.000,"""""",15,15,14,51.09738127985,1.4811,-114.14806362179,1.4836,1111.6007,2.9065,-16.6000
2193,4784.000,"""""",14,14,13,51.09752738212,1.5460,-114.14831356018,1.5312,1112.0181,3.1913,-16.6000
2193,4785.000,"""""",12,12,12,51.09767824426,1.5129,-114.14856612728,1.5837,1111.6575,3.0165,-16.6000
2193,4786.000,"""""",0,0,0,51.09774170065,1.9636,-114.14867329982,2.6304,1111.3989,3.2419,-16.6000
2193,4787.000,"""""",11,11,9,51.09796858440,12.1184,-114.14906861159,13.5484,1112.0429,16.9394,-16.6000
2193,4788.000,"""""",12,12,12,51.09810786941,2.8009,-114.14930598620,2.2608,1109.7915,4.6684,-16.6000
2193,4789.000,"""""",11,11,11,51.09825538067,2.1629,-114.14955593809,2.1468,1112.2479,4.3320,-16.6000
2193,4790.000,"""""",8,8,8,51.09841857596,3.1832,-114.14980798659,3.9596,1110.9648,5.8510,-16.6000
2193,4791.000,"""""",0,0,0,51.09841857596,3.1832,-114.14980798659,3.9596,1110.9648,5.8510,-16.6000
2193,4792.000,"""""",13,13,12,51.09864964657,12.0342,-114.15028922286,9.9491,1108.6296,22.8388,-16.6000
2193,4793.000,"""""",12,12,12,51.09884134502,2.1960,-114.15051275082,2.1437,1111.2319,4.4418,-16.6000
2193,4794.000,"""""",13,13,13,51.09896574593,2.0668,-114.15075218446,2.0394,1113.7762,4.1538,-16.6000
2193,4795.000,"""""",14,14,13,51.09910944021,1.9698,-114.15098937086,1.9555,1111.6194,3.9606,-16.6000
2193,4796.000,"""""",14,14,14,51.09925105256,1.8589,-114.15121339348,1.8656,1111.9136,3.5608,-16.6000
2193,4797.000,"""""",13,13,13,51.09939767819,1.8152,-114.15145676247,1.8477,1113.1641,3.5331,-16.6000
2193,4798.000,"""""",14,14,14,51.09954390936,1.7617,-114.15169600529,1.8252,1113.5204,3.4355,-16.6000
2193,4799.000,"""""",13,13,13,51.09969224649,1.7221,-114.15193314256,1.7569,1113.6401,3.3461,-16.6000
2193,4800.000,"""""",13,13,13,51.09984483408,1.7562,-114.15216271598,1.9738,1114.8589,3.5091,-16.6000
2193,4801.000,"""""",13,13,13,51.09999306642,1.6596,-114.15241858032,1.6969,1114.8082,3.2397,-16.6000
2193,4802.000,"""""",13,13,13,51.10013887444,1.6260,-114.15266784114,1.6622,1114.5216,3.1699,-16.6000
2193,4803.000,"""""",13,13,13,51.10028557536,1.6164,-114.15291588606,1.6792,1115.1044,3.1644,-16.6000
2193,4804.000,"""""",12,12,12,51.10042996606,1.7201,-114.15317062430,1.8773,1116.0819,3.3377,-16.6000
2193,4805.000,"""""",12,12,12,51.10057509742,1.6915,-114.15343352286,1.8504,1116.7355,3.3014,-16.6000
2193,4806.000,"""""",13,13,12,51.10071351355,1.5974,-114.15369456507,1.6303,1116.8478,3.1155,-16.6000
2193,4807.000,"""""",13,13,13,51.10085351409,1.5827,-114.15395492093,1.6319,1117.1944,3.0927,-16.6000
2193,4808.000,"""""",13,13,13,51.10099016035,1.5691,-114.15421899716,1.6236,1117.0327,3.0843,-16.6000
2193,4809.000,"""""",14,14,13,51.10112452360,1.5491,-114.15448393186,1.5776,1117.2390,3.0923,-16.6000
2193,4810.000,"""""",14,14,13,51.10125510547,1.5313,-114.15474775766,1.5703,1116.8992,3.0672,-16.6000
2193,4811.000,"""""",13,13,13,51.10138584121,1.5636,-114.15502157233,1.5888,1117.8027,3.2906,-16.6000
2193,4812.000,"""""",11,11,11,51.10151823041,1.7156,-114.15528982958,1.7493,1119.0777,3.7586,-16.6000
2193,4813.000,"""""",11,11,10,51.10163778783,2.7174,-114.15557851465,2.3278,1120.2588,4.9839,-16.6000
2193,4814.000,"""""",12,12,12,51.10176389383,2.4793,-114.15586562541,2.1769,1120.2445,4.6147,-16.6000
2193,4815.000,"""""",12,12,12,51.10189509666,1.8893,-114.15615043070,1.8385,1119.4184,3.9457,-16.6000
2193,4816.000,"""""",12,12,12,51.10201785813,1.8391,-114.15644956023,1.8096,1119.3907,3.8652,-16.5000
2193,4817.000,"""""",13,13,12,51.10213991022,1.8397,-114.15675165742,1.8108,1119.4975,3.8918,-16.5000
2193,4818.000,"""""",14,14,13,51.10225876987,1.7433,-114.15706323716,1.6138,1118.2450,3.4860,-16.5000
2193,4819.000,"""""",13,13,12,51.10237499539,1.7475,-114.15736800785,1.5942,1119.9851,3.4660,-16.5000
2193,4820.000,"""""",12,12,11,51.10249007269,1.7610,-114.15768019853,1.5676,1119.3830,3.4643,-16.5000
2193,4821.000,"""""",12,12,11,51.10260436657,1.7561,-114.15797833968,1.8049,1121.8137,3.8682,-16.5000
2193,4822.000,"""""",9,9,7,51.10271278909,1.9797,-114.15830597359,1.7396,1118.2618,4.2325,-16.5000
2193,4823.000,"""""",14,14,12,51.10282328441,1.9018,-114.15861714802,1.5797,1119.5172,3.8702,-16.5000
2193,4824.000,"""""",14,14,12,51.10292488962,1.7793,-114.15893800269,1.5056,1119.9632,3.3861,-16.5000
2193,4825.000,"""""",13,13,13,51.10303446163,1.8326,-114.15925834656,1.4876,1120.8483,3.4185,-16.5000
2193,4826.000,"""""",11,11,10,51.10314550825,1.9312,-114.15957575727,1.8419,1120.4260,4.2327,-16.5000
2193,4827.000,"""""",0,0,0,51.10320653125,2.2723,-114.15976063130,5.7092,1121.2022,4.7022,-16.5000
2193,4828.000,"""""",10,10,7,51.10323661006,10.1521,-114.16021926705,3.3620,1096.6398,17.2312,-16.5000
2193,4829.000,"""""",11,11,11,51.10339815193,5.5037,-114.16056611666,2.3845,1108.4192,8.9365,-16.5000
2193,4830.000,"""""",12,12,12,51.10351669673,5.1179,-114.16087287237,2.2717,1112.4898,8.3372,-16.5000
2193,4831.000,"""""",12,12,12,51.10367541387,2.1113,-114.16118409747,2.1678,1120.0809,4.6058,-16.5000
2193,4832.000,"""""",12,12,12,51.10378617343,2.0550,-114.16150348579,2.1090,1119.4479,4.4949,-16.5000
2193,4833.000,"""""",12,12,12,51.10390325355,1.9997,-114.16181557642,2.0373,1120.4534,4.3588,-16.5000
2193,4834.000,"""""",12,12,12,51.10401651166,1.9564,-114.16211775594,2.0048,1120.5446,4.2810,-16.5000
2193,4835.000,"""""",11,11,11,51.10413998837,1.9397,-114.16242467935,1.9735,1121.2664,4.2706,-16.5000
2193,4836.000,"""""",12,12,12,51.10426028453,1.9062,-114.16272750686,1.9397,1121.6812,4.1939,-16.5000
2193,4837.000,"""""",12,12,12,51.10438509940,1.8691,-114.16303279116,1.9108,1121.4121,4.1165,-16.5000
2193,4838.000,"""""",12,12,12,51.10451091542,1.8371,-114.16333445077,1.8624,1122.2233,4.0197,-16.5000
2193,4839.000,"""""",13,13,12,51.10463335557,1.7991,-114.16363308736,1.8303,1122.1330,3.9374,-16.5000
2193,4840.000,"""""",13,13,12,51.10475525823,1.6584,-114.16393916631,1.6815,1121.1849,3.4987,-16.5000
2193,4841.000,"""""",13,13,12,51.10488418864,1.6208,-114.16423600541,1.6403,1121.2656,3.3902,-16.5000
2193,4842.000,"""""",11,11,10,51.10501044150,1.6994,-114.16453732672,1.6843,1121.3941,3.6378,-16.5000
2193,4843.000,"""""",9,9,9,51.10513709828,2.1685,-114.16485880738,2.8589,1120.5106,3.5951,-16.5000
2193,4844.000,"""""",0,0,0,51.10519051096,4.8292,-114.16504560930,16.9329,1136.9391,20.1369,-16.5000
2193,4845.000,"""""",9,9,7,51.10535867623,18.4357,-114.16539540805,19.2764,1119.4669,30.3383,-16.5000
2193,4846.000,"""""",12,12,12,51.10549552950,3.0941,-114.16572481279,2.8539,1121.4272,4.7469,-16.5000
2193,4847.000,"""""",13,13,13,51.10563489838,2.0975,-114.16602402046,2.1172,1121.5839,4.2069,-16.5000
2193,4848.000,"""""",13,13,13,51.10576193301,1.9962,-114.16632498755,2.0024,1121.8656,3.9881,-16.5000
2193,4849.000,"""""",13,13,13,51.10589109722,1.9063,-114.16661053911,1.9228,1122.6713,3.8182,-16.5000
2193,4850.000,"""""",13,13,13,51.10601559809,1.8548,-114.16692081205,1.8704,1122.1126,3.7338,-16.5000
2193,4851.000,"""""",13,13,13,51.10614599831,1.8059,-114.16720722782,1.8250,1123.1751,3.6515,-16.5000
2193,4852.000,"""""",12,12,12,51.10627656961,1.7999,-114.16749759211,1.7979,1123.1723,3.6931,-16.5000
2193,4853.000,"""""",12,12,12,51.10641061982,1.7975,-114.16778013552,1.7989,1124.4261,3.7384,-16.5000
2193,4854.000,"""""",12,12,12,51.10653076995,1.7291,-114.16807438544,1.7298,1124.8243,3.5648,-16.5000
2193,4855.000,"""""",11,11,11,51.10665000127,1.7400,-114.16835669670,1.7210,1126.0043,3.6011,-16.5000
2193,4856.000,"""""",12,12,11,51.10678018699,1.7057,-114.16864686577,1.6890,1124.7918,3.5243,-16.5000
2193,4857.000,"""""",11,11,11,51.10690570610,1.7139,-114.16892484326,1.7970,1125.1625,3.5363,-16.5000
2193,4858.000,"""""",12,12,12,51.10702779689,1.6665,-114.16920516325,1.7496,1125.6443,3.4531,-16.5000
2193,4859.000,"""""",12,12,12,51.10714945350,1.6447,-114.16948419060,1.7192,1126.3631,3.4095,-16.5000
2193,4860.000,"""""",12,12,12,51.10727251864,1.6431,-114.16976002401,1.7027,1127.0521,3.4059,-16.5000
2193,4861.000,"""""",12,12,12,51.10739365562,1.6170,-114.17003695923,1.6751,1127.2845,3.3635,-16.5000
2193,4862.000,"""""",12,12,12,51.10751318713,1.5917,-114.17031729345,1.6486,1127.5983,3.3204,-16.5000
2193,4863.000,"""""",12,12,12,51.10763447336,1.5944,-114.17059745517,1.6372,1127.8391,3.3277,-16.5000
2193,4864.000,"""""",12,12,12,51.10775380560,1.5882,-114.17087512521,1.6212,1128.3179,3.3136,-16.5000
2193,4865.000,"""""",12,12,12,51.10787238264,1.5860,-114.17115353213,1.6124,1128.6713,3.3144,-16.5000
2193,4866.000,"""""",12,12,12,51.10798951900,1.6071,-114.17142938692,1.6422,1129.4444,3.4182,-16.5000
2193,4867.000,"""""",12,12,12,51.10810497232,1.5720,-114.17171207658,1.5871,1129.8245,3.2894,-16.5000
2193,4868.000,"""""",12,12,12,51.10822043684,1.5856,-114.17198601534,1.6064,1130.4765,3.3527,-16.5000
2193,4869.000,"""""",12,12,12,51.10833711507,1.5909,-114.17225248454,1.6061,1130.8462,3.3705,-16.5000
2193,4870.000,"""""",12,12,12,51.10845273359,1.5804,-114.17251389944,1.5953,1131.4616,3.3447,-16.5000
2193,4871.000,"""""",12,12,12,51.10856809897,1.5525,-114.17277191706,1.5586,1131.3185,3.2483,-16.5000
2193,4872.000,"""""",12,12,12,51.10868406961,1.5496,-114.17302880186,1.5552,1131.5262,3.2478,-16.5000
2193,4873.000,"""""",11,11,11,51.10880310525,1.6223,-114.17328200426,1.5884,1131.7326,3.4037,-16.5000
2193,4874.000,"""""",10,10,10,51.10891321267,1.9081,-114.17352572855,2.4140,1132.7199,3.3530,-16.5000
2193,4875.000,"""""",11,11,11,51.10902142759,2.2060,-114.17376849755,2.4802,1132.7536,3.5569,-16.5000
2193,4876.000,"""""",12,12,12,51.10913516126,1.8345,-114.17401140216,1.8322,1133.2149,3.4682,-16.5000
2193,4877.000,"""""",12,12,12,51.10924909844,1.8521,-114.17425177053,1.8193,1133.4153,3.5178,-16.5000
2193,4878.000,"""""",11,11,11,51.10935678708,2.7217,-114.17448786016,2.1600,1134.7251,4.8938,-16.5000
2193,4879.000,"""""",11,11,11,51.10946870783,2.6883,-114.17470935443,2.1456,1134.7885,4.8740,-16.5000
2193,4880.000,"""""",11,11,11,51.10958229267,2.6481,-114.17493176211,2.1367,1134.8384,4.8312,-16.5000
2193,4881.000,"""""",12,12,12,51.10969947754,2.6206,-114.17514601461,2.1137,1134.9400,4.8093,-16.5000
2193,4882.000,"""""",13,13,12,51.10982444563,1.7883,-114.17535307301,1.7300,1135.7213,3.5151,-16.5000
2193,4883.000,"""""",12,12,12,51.10995558944,1.7789,-114.17553801852,1.7117,1136.1859,3.5244,-16.5000
2193,4884.000,"""""",13,13,12,51.11009141587,1.7856,-114.17570657603,1.7095,1137.6108,3.5510,-16.5000
2193,4885.000,"""""",14,14,13,51.11023539440,1.6983,-114.17584208661,1.5705,1138.9027,3.2929,-16.5000
2193,4886.000,"""""",14,14,14,51.11038091155,1.6803,-114.17597834272,1.5670,1139.3179,3.2850,-16.5000
2193,4887.000,"""""",14,14,14,51.11052017784,1.6526,-114.17609982422,1.5291,1141.3238,3.2207,-16.5000
2193,4888.000,"""""",14,14,14,51.11066534590,1.6303,-114.17621735607,1.4911,1141.5248,3.1704,-16.5000
2193,4889.000,"""""",13,13,13,51.11079913320,1.8398,-114.17632820060,1.8767,1143.0947,3.2833,-16.5000
2193,4890.000,"""""",14,14,14,51.11093273106,1.6255,-114.17643511992,1.5203,1144.0118,3.1227,-16.5000
2193,4891.000,"""""",14,14,14,51.11105933152,1.6100,-114.17652937620,1.4906,1145.2035,3.0885,-16.5000
2193,4892.000,"""""",14,14,14,51.11117965269,1.5944,-114.17662129796,1.4737,1146.4589,3.0676,-16.5000
2193,4893.000,"""""",14,14,14,51.11129881410,1.5820,-114.17670527835,1.4628,1146.9984,3.0544,-16.5000
2193,4894.000,"""""",14,14,14,51.11141824960,1.5843,-114.17677152621,1.4572,1147.0527,3.0594,-16.5000
2193,4895.000,"""""",14,14,14,51.11153270246,1.5782,-114.17683322069,1.4550,1146.8506,3.0648,-16.5000
2193,4896.000,"""""",14,14,14,51.11165250006,1.5550,-114.17688170808,1.4444,1146.9641,3.0345,-16.5000
2193,4897.000,"""""",14,14,14,51.11178307470,1.5410,-114.17690848574,1.4402,1147.1357,3.0153,-16.5000
2193,4898.000,"""""",14,14,14,51.11192167287,1.5270,-114.17690410339,1.4068,1147.1585,2.9730,-16.5000
2193,4899.000,"""""",14,14,14,51.11206248139,1.5131,-114.17686081755,1.3963,1147.4893,2.9559,-16.5000
2193,4900.000,"""""",14,14,14,51.11220574092,1.5170,-114.17678856587,1.3967,1147.8032,2.9591,-16.5000
2193,4901.000,"""""",13,13,13,51.11235035164,1.5432,-114.17668784229,1.4023,1147.8182,2.9895,-16.5000
2193,4902.000,"""""",13,13,13,51.11249236662,1.5409,-114.17656940807,1.3987,1148.4156,2.9848,-16.5000
2193,4903.000,"""""",12,12,12,51.11263442681,1.5692,-114.17644449736,1.4096,1149.1303,3.0121,-16.5000
2193,4904.000,"""""",13,13,13,51.11277968736,1.5409,-114.17631858975,1.3948,1149.5564,2.9771,-16.5000
2193,4905.000,"""""",13,13,13,51.11292418041,1.5380,-114.17618774481,1.3919,1150.1414,2.9726,-16.5000
2193,4906.000,"""""",13,13,13,51.11306687827,1.5406,-114.17605190857,1.3930,1150.5910,2.9708,-16.5000
2193,4907.000,"""""",13,13,13,51.11321021723,1.5342,-114.17591417177,1.3896,1151.1029,2.9638,-16.5000
2193,4908.000,"""""",12,12,12,51.11335154486,1.5615,-114.17577375624,1.4050,1152.1413,2.9885,-16.5000
2193,4909.000,"""""",12,12,12,51.11349646324,1.5633,-114.17563346655,1.4069,1152.6296,2.9936,-16.5000
2193,4910.000,"""""",14,14,14,51.11363999070,1.5503,-114.17548988636,1.4012,1153.2075,2.9892,-16.5000
2193,4911.000,"""""",12,12,12,51.11377860508,1.5728,-114.17534181704,1.4076,1153.7515,3.0143,-16.5000
2193,4912.000,"""""",12,12,12,51.11391580848,1.5792,-114.17519068443,1.4202,1154.0325,3.0432,-16.5000
2193,4913.000,"""""",14,14,14,51.11405322889,1.5428,-114.17503756985,1.4003,1154.0678,2.9787,-16.5000
2193,4914.000,"""""",14,14,14,51.11418906887,1.5409,-114.17488270580,1.3967,1154.1562,2.9734,-16.5000
2193,4915.000,"""""",14,14,14,51.11432267423,1.5295,-114.17472041369,1.3948,1154.5502,2.9631,-16.5000
2193,4916.000,"""""",14,14,14,51.11445772914,1.5169,-114.17455602726,1.3968,1154.6877,2.9512,-16.5000
2193,4917.000,"""""",14,14,14,51.11459087261,1.5178,-114.17439619234,1.3944,1155.0095,2.9491,-16.5000
2193,4918.000,"""""",14,14,14,51.11472154262,1.5117,-114.17423888861,1.3887,1155.2329,2.9381,-16.5000
2193,4919.000,"""""",14,14,14,51.11485113150,1.5118,-114.17408179622,1.3858,1155.4665,2.9352,-16.5000
2193,4920.000,"""""",14,14,14,51.11498148437,1.5086,-114.17392344474,1.3814,1155.8337,2.9328,-16.5000
2193,4921.000,"""""",14,14,14,51.11511403572,1.5143,-114.17376578918,1.3857,1155.9244,2.9373,-16.5000
2193,4922.000,"""""",13,13,13,51.11525110211,1.5271,-114.17360662841,1.3892,1155.9018,2.9443,-16.5000
2193,4923.000,"""""",14,14,14,51.11538508510,1.5158,-114.17344069262,1.3820,1156.7123,2.9320,-16.5000
2193,4924.000,"""""",14,14,14,51.11552230525,1.5166,-114.17327344365,1.3821,1157.2557,2.9332,-16.5000
2193,4925.000,"""""",14,14,14,51.11565793182,1.5124,-114.17310271931,1.3809,1157.8486,2.9278,-16.5000
2193,4926.000,"""""",14,14,14,51.11579388563,1.5097,-114.17293502811,1.3785,1158.2960,2.9262,-16.5000
2193,4927.000,"""""",14,14,14,51.11593223889,1.5131,-114.17277046860,1.3801,1158.6476,2.9288,-16.5000
2193,4928.000,"""""",13,13,13,51.11607144212,1.5365,-114.17260664987,1.3910,1158.9174,2.9604,-16.5000
2193,4929.000,"""""",13,13,13,51.11620681069,1.5532,-114.17243885254,1.3999,1159.8840,2.9728,-16.5000
2193,4930.000,"""""",13,13,13,51.11634640593,1.5308,-114.17227191934,1.3886,1160.1557,2.9452,-16.5000
2193,4931.000,"""""",13,13,12,51.11648319996,1.5366,-114.17210017999,1.3923,1160.9568,2.9485,-16.5000
2193,4932.000,"""""",12,12,12,51.11662045948,1.5502,-114.17192813410,1.4016,1161.7014,2.9624,-16.5000
2193,4933.000,"""""",13,13,12,51.11675842424,1.5454,-114.17175420569,1.3973,1162.4255,2.9530,-16.5000
2193,4934.000,"""""",14,14,14,51.11689724695,1.5190,-114.17157826329,1.3828,1162.8969,2.9270,-16.5000
2193,4935.000,"""""",14,14,12,51.11703347467,1.5172,-114.17139722466,1.3820,1163.6488,2.9235,-16.5000
2193,4936.000,"""""",13,13,12,51.11717008769,1.5296,-114.17121474478,1.3896,1164.1762,2.9319,-16.5000
2193,4937.000,"""""",13,13,12,51.11730621159,1.5182,-114.17102961648,1.3834,1164.8174,2.9221,-16.5000
2193,4938.000,"""""",13,13,13,51.11744002817,1.5152,-114.17083958522,1.3822,1165.7215,2.9184,-16.5000
2193,4939.000,"""""",13,13,12,51.11757203059,1.5358,-114.17064533346,1.3951,1166.8594,2.9363,-16.5000
2193,4940.000,"""""",14,14,14,51.11770562778,1.5236,-114.17045192110,1.3885,1167.6952,2.9251,-16.5000
2193,4941.000,"""""",14,14,14,51.11783912503,1.5105,-114.17025697543,1.3801,1168.5172,2.9131,-16.5000
2193,4942.000,"""""",14,14,14,51.11797093702,1.5036,-114.17006063661,1.3777,1169.4925,2.9084,-16.5000
2193,4943.000,"""""",14,14,14,51.11810071855,1.5048,-114.16986379041,1.3764,1170.4758,2.9072,-16.5000
2193,4944.000,"""""",13,13,13,51.11822837089,1.5200,-114.16966844992,1.3857,1171.7537,2.9207,-16.5000
2193,4945.000,"""""",14,14,14,51.11836013357,1.4961,-114.16948000222,1.3722,1172.3742,2.9001,-16.5000
2193,4946.000,"""""",14,14,14,51.11848851859,1.4947,-114.16928944488,1.3703,1173.4009,2.8974,-16.5000
2193,4947.000,"""""",14,14,14,51.11861727469,1.4941,-114.16909895842,1.3696,1174.3618,2.8957,-16.5000
2193,4948.000,"""""",14,14,14,51.11874648050,1.4947,-114.16891339867,1.3701,1175.3726,2.8970,-16.5000
2193,4949.000,"""""",14,14,14,51.11887573804,1.4957,-114.16873507632,1.3717,1176.4174,2.9002,-16.5000
2193,4950.000,"""""",14,14,14,51.11900468068,1.4980,-114.16856093468,1.3714,1177.4432,2.8996,-16.5000
2193,4951.000,"""""",14,14,14,51.11913197396,1.4937,-114.16839183380,1.3661,1178.4254,2.8941,-16.5000
2193,4952.000,"""""",13,13,13,51.11925761226,1.5166,-114.16822713591,1.3791,1179.7447,2.9140,-16.5000
2193,4953.000,"""""",14,14,14,51.11938486792,1.4930,-114.16806989555,1.3654,1180.6260,2.8932,-16.5000
2193,4954.000,"""""",14,14,14,51.11951057963,1.4930,-114.16791444967,1.3655,1181.5758,2.8938,-16.5000
2193,4955.000,"""""",14,14,14,51.11963579085,1.4912,-114.16776308899,1.3643,1182.4940,2.8908,-16.5000
2193,4956.000,"""""",14,14,14,51.11976057715,1.4914,-114.16761775362,1.3646,1183.3451,2.8910,-16.5000
2193,4957.000,"""""",14,14,14,51.11988010640,1.4907,-114.16747855176,1.3650,1184.2497,2.8905,-16.5000
2193,4958.000,"""""",14,14,14,51.11999539945,1.4911,-114.16734710272,1.3650,1185.0972,2.8905,-16.5000
2193,4959.000,"""""",13,13,13,51.12010735383,1.5108,-114.16722835957,1.3770,1185.3495,2.9050,-16.5000
2193,4960.000,"""""",14,14,14,51.12020337867,1.4945,-114.16711424263,1.3681,1186.3518,2.8919,-16.5000
2193,4961.000,"""""",14,14,14,51.12028823782,1.4943,-114.16702115663,1.3799,1186.8328,2.9062,-16.5000
2193,4962.000,"""""",14,14,14,51.12035593587,1.4934,-114.16694585652,1.3769,1187.2905,2.9042,-16.5000
2193,4963.000,"""""",14,14,14,51.12040944220,1.4985,-114.16688694345,1.3775,1187.5210,2.9053,-16.5000
2193,4964.000,"""""",14,14,14,51.12044967866,1.4916,-114.16683984643,1.3708,1187.7788,2.8954,-16.5000
2193,4965.000,"""""",14,14,14,51.12048267411,1.4912,-114.16680275580,1.3689,1187.9097,2.8921,-16.5000
2193,4966.000,"""""",14,14,14,51.12050850026,1.4936,-114.16677506342,1.3683,1187.9004,2.8933,-16.5000
2193,4967.000,"""""",14,14,14,51.12052394957,1.4967,-114.16675743252,1.3694,1188.0434,2.9071,-16.5000
