week,seconds,port,numberofbytes,data
2201,176702.970,USB1,52,\xaaD\x12\x1c\xb2\x00\x00\xde\x14\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xde\x00\x00\x00\x06\x00\x00\x00Sendhxdt\x00\x00\x00\x00\x19W\x10Z
